a,j,i,-
j,i,|
|,x
i,|
|,c, 
b,e,x,i
f,y,g,y
y,g,q,g
g,h,|
|,-
h,|
|,f,|
|
,r,e,1
t,h, ,-
g,v,k,v
v,k,h,k
k,h,w,h
a,m,,c
l,e,,a
t,a,i,s
e,-,f,w
d,g,h,g
-,e,a,l
u,j,l,-
j,l,a, 
r,h,e,n
h,e,w,k
e,l,s,p
l,s,,c
f,r,e,s
p,l,r,l
z,y,z,y
e,e,c,f
,h,i,o
f,a,n,q
c,o,q,r
w,a,c,n
w,a,c,l
o,l,d,k
4,o,r,o
v,o,p,o
p,a,1,a
a,1,1,1
|
|,a,n,x
f,i,c,l
a,c,c,n
c,c,o,n
n,t,i,c
,q,u,t
n,d,i,k
e,l,e,v
,l,i,p
t,a,s,e
k,x,b,x
a,k,b,f
k,b,a,n
r,n,,b
,-,e,s
 ,p,t,p
s,h,i,o
a,f,f,k
p,a,s,u
a,s,a,p
,s,t,h
f,f,,h
-,x,,f
n,e,o,-
e,o,g,-
o,g,c,g
w,a,x,j
f,j,w,j
j,w,n,w
h,a,z,v
f,a,i,j
-,-,y,m
-,y,,m
g,w,i,l
i,-,n,b
o,f,p,f
f,p,k,p
p,i,u,d
-,-,,6
,e,b,9
p,e,k,e
a,e,o,u
i,l,,z
,j,o,n
n,o,,w
g,i,t,s
o,l,l,s
s,e,l,r
i,d,q,k
k,v,-,v
r,a,n,s
i,b,i,r
t,s,,k
-,-,g,x
-,g,n, 
m,j,i,j
o,n,i,z
,f,d,y
,d,h,f
n,g,,x
n,c,u,q
l,i,o,v
i,o,n,v
i,e,r,i
e,r,r,y
r,r,y,h
,h,i,i
d,e,p,n
h,w,r,-
a,n,o,q
p,l,a,i
,e,t,x
-,i,x,s
i,x,,e
,c,h,z
i,o,n, 
h,o,w,m
-,f,i,|
|
l,h,z,h
,t,d,y
l,b,f,b
v,v,q,v
m,i,r,l
n,y,x,z
y,k,k,k
k,k,x,k
-,-,b,j
l,g,o,-
g,o,g,-
o,b,a,c
r,a,r,d
q,y,d,y
p,i,n,u
i,n,i,o
f,i,e,g
e,i,m, 
n,g,g,-
g,g,r,-
m,-,-,z
4,i,y,i
,-,r,c
d,a,s,s
i,l,n,i
l,n,i,h
w,y,m,y
e,n,l,i
n,l,e,t
n,i,e,u
x,y,a,y
m,a,d,f
a,i,,-
r,t,s,-
y,a,c,-
a,c,i,x
c,i,n,x
c,r,g,r
r,g,v,g
d,k,l,k
k,l,n,l
g,e,n,o
g,i,l,h
,p,l,m
w,n,,u
s,i,p,-
i,p,t,w
r,o,u,a
n,d,,4
,l,a,x
b,b,s,s
r,s,h,h
a,-,w,r
k,a,y,-
u,i, ,i
g,g,i,e
y,z,u,z
u,u,e,u
o,o,l,q
f,t,,a
-,q,g,q
b,-, ,u
f,j,r,j
,-,s,l
-,c,w,t
m,b,e,e
a,-,i, 
,7,4,7
7,4,r,4
m,a,i,f
k,a,r,y
a,k,e,n
d,e,o,f
o,l,|
|,-
y,a,,y
s,m,h,m
r,t,h,u
o,t,m,c
b,-,y, 
l,-,,x
n,i,t,s
x,e,l,s
e,l,i,1
f,i,f,y
q,r,a,i
,i,g,u
a,-,w, 
g,-,g,o
t,a,d,x
u,n,i,g
n,i,c,h
a,n,s,x
o,-,n,a
c,f,v,f
f,y,r,y
l,o,w,p
r,p,r,p
m,b,c,b
,f,u,x
g,h,l,k
k,u,e,-
e,c,k,u
,a,e,q
a,-,v,v
s,d,m,d
a,n,t,v
i,v,k,v
f,c,j,t
z,m,j,m
j,z,-,z
u,j,n,j
s,a,x,j
i,u,q,u
a,y,i,u
y,i,m,l
e,d,a,o
t,h,,r
x,z,m,z
d,u,d,g
t,i,n,m
v,-,-,u
h,w,u,w
c,a,c,g
a,t,t,b
-,k,,y
a,x,u,x
,t,o,d
r,y,,b
-,b,a,k
b,a,t,4
,-,n,u
i,|
|,u,|
|
|
|,u,u,u
h,i,c,-
i,c,a,w
h,u,z,u
u,z,s,z
t,a,i,m
a,i,r,n
,3,g,3
3,g,m,g
-,a,l,5
i,u,c,u
w,-,a,k
k,o,t,t
i,x,o,-
x,o,t,-
,a,j,d
c,p,b,p
f,y,w,y
c,c, ,u
c, ,g, 
,n,c,v
q,h,g,h
h,g,x,g
-,y,j,y
y,j,d,j
w,a,k,q
o,g,r,g
t,i,t,z
i,t,l,c
a,d,i,q
r,e,l,b
-,z,w,z
u,i,y,i
-,e,l,n
|
|,a,r,j
h,a,i,s
a,i,r,d
i,b,a,v
b,a,u,u
-,-,i,q
w,j,u,j
j,u,v,u
v,t,j,t
k,f,q,f
f,q,w,q
q,w,-,w
e,-,e,q
n,a,r,u
g,e,r,f
l,l,s,z
l,s,,a
o,t,s,y
l,w,y,f
z,l,p,l
l,p,n,p
p,n,s,n
b,e,a, 
e,r,j,r
,i,d,o
u,t,o,-
t,j,t,j
f,n,h,n
o,e,r,q
|
|,m,a,x
k,a,i,-
l,a,t,q
t,r,y,-
t,a,p,j
h,g,d,r
,u,g,v
u,g,t,g
,t,u,s
t,u,t, 
c,m,l,s
w,w,i,i
h,g,v,v
b,e,d,a
e,a,d,y
w,w,,d
a,y,s,-
l,a,d,1
a,d,y,b
,a,l,7
i,u,e,u
m,i,s,g
t,a,p,i
a,p,r,v
p,r,o,g
g,r,b,r
r,b,b,b
,l,o,j
-,v,f,v
f,m,i,m
h,r,d,r
t,a,j,j
m,o,s,t
-,b,r,q
k,n,y,n
u,k,q,k
k,q,r,q
n,-,d,u
-,d,e,l
d,e,l,|
|
h,q,c,q
q,c,u,c
i,p,o,j
p,o,n,f
w,a,r,v
b,-,e,|
|
s,-,r,r
n,c,|
|,e
c,|
|,v,|
|
|
|,v,e,-
v,e,c,y
s,g,r,-
z,m,i,m
m,i,f,i
b,a,b,f
s,h,o,a
y,e,r,q
r,a,q,y
k,-,,t
n,j,y,s
g,q,j,q
a,r,i,e
q,n,f,n
,n,a,f
e,n,s,v
r,e,d,a
e,d,l,c
r,d,u,d
u,n,p,n
e,i,t,p
,t,h,y
l,y,b,v
s,-,a,y
d,y,l,-
w,e,,b
r,u,f,-
e,y,,a
r,a,w,m
-,d,o,q
a,m,w,-
m,w,o,-
,f,y,w
z,f,f,f
f,f,m,f
p,-,g,j
t,a,y,-
p,b,,z
v,f,h,f
u,b,i,s
r,u,t,r
x,v,y,v
m,a,j,g
,b,o,3
k,e,,u
-,e,w,r
a,z,n,z
v,l,t,l
m,i,u,i
c,h, ,-
j,a,p,j
e,-,r,l
-,r,,u
l,-,a,g
x,-,x,p
-,x,,z
n,-,g, 
-,h,o,v
h,o,l, 
n,e,s,c
s,-,s,o
i,e,u,-
 ,-,d,q
u,k,h,k
l,e,t,1
s,e,z,z
l,p,d,l
c,t,i,-
f,j,d,j
f,n,m,n
h,b,l,x
h,o,w,w
p,e,p,x
y,u,d,u
j,a,x,z
x,|
|,j,|
|
i,z,v,z
c,q,o,q
q,o,r,o
r,c,2,c
c,2,,2
,e,z,-
k,t,s,t
l,s,,o
r,g,t,g
g,t,k,t
t,k,d,k
-,s,a,l
s,a,j,|
|
p,s,p,s
i,u,o,u
l,l,o,k
r,|
|,u,|
|
c,o,u,l
o,o,r,s
|
|,-,b,f
,p,e,j
s,e,m,f
h,a,r,r
-,-,2,w
-,2,8,o
2,8,m,o
8,m,,d
,a,d,o
d,t, ,t
o,o,,c
r,s,a,-
,e,m,p
t,h,r,n
a,u,,f
q,w,q,w
w,q,b,q
|
|,a,g,a
g,e,,v
s,k,j,k
i,c,m,c
f,x,v,x
p,q,r,q
i,r,y,u
a,m,o,j
r,-,i, 
-,i,c,t
g,w,p,w
u,p,q,p
q,g,|
|,g
,-,p,q
n,g,,z
b,m,c,m
m,c,n,c
e,k,,w
e,-,t,p
o,f,e,r
f,e,e,q
p,i,l,-
-,t,d,t
d,a,w,-
w,s,t,l
s,w,c,i
w,c,i,i
-,m,b,m
m,b,u,-
b,u,,-
t,m,f,m
e,i,y,i
m,s,y,s
l,|
|,z,|
|
|
|,z,i,z
z,x,a,x
l,x,-,x
i,o,n,x
m,z,r,z
f,n,k,n
f,l,a,v
l,a,w,w
a,-,m,c
t,-,a,f
a,p,y,x
p,y,,i
n,-,x,x
u,b,a,b
k,a,r,x
a,r,l,q
q,m,f,m
f,c,h,c
s,i,k,y
g,s,t,h
-,-,j,f
-,j,e,f
q,d,c,d
z,w,r,w
f,n,o,n
,l,i,m
,b,k,q
h,o,s,x
s,m, ,m
 ,p,-,p
p,-,y,r
d,v,s,v
q,m,s,q
m,f,,y
l,e,x,h
o,p,,a
,g,y,l
g,y,h,b
h,a,p,i
n,t,c,t
t,c,o,-
c,z,,z
w,q,y,q
f,w,b,w
w,b,,v
d,e,n,z
,h,g,p
l,i,n,v
i,n,c,l
e,n,n,y
h,i,g,n
s,o,u,m
o,u,t,l
l,b,r,-
b,f,f,f
n,a,j,u
,h,a,q
r,-,o,l
n,e,s,f
h,|
|,x,|
|
c,a,t,k
u,d,s,-
-,a,p,w
t,o,u,p
t,o,u,n
w,m,o,x
m,o,o,h
o,o,r,y
 ,a,m,n
a,m,v,g
j,e,f,z
w,t,w,r
t,u,d,m
,l,a,r
k,i,r,u
-,1,0,1
1,0,m,0
-,-,f,r
u,-,l,z
w,h,q,h
r,a,m,m
n,-,s,a
-,s,,c
,c,e,r
e,f,n,f
n,-,g,u
n,s,p,-
e,-,l,r
b,y,s,i
a,m,r,-
u,n,c,a
n,c,e,a
c,e,y,v
-,d,y,x
g,q,h,q
m,e,r,d
k,k,f,k
,-,e,y
o,r,e,y
r,s,c,t
c, ,k, 
-,-,-,0
r,v,f,v
-,y,i,q
-,g,,x
-,p,l,a
p,l,a, 
b,e,r,d
c,f,x,f
y,t,r,-
s,a,n,k
j,o,u,w
f,d,q,d
b,n,l,m
i,s,s,x
e,l,q,l
h,a,t,i
r,a,e,-
a,e,b,e
a,-,h,h
c,t,k,t
,n,n,y
e,e,,b
s,k,u,k
w,l,|
|,l
l,|
|,m,|
|
|
|,m,a,q
n,g,t,u
w,a,,t
m,a,y,i
a,y,u,y
o,r, ,1
s,l,i,t
a,a,c,k
y,u,r,g
d,a,c,r
i,c,k,f
n,g,h,i
d,a,d,t
-,g,e,|
|
 ,r,u,-
t,h,w,m
f,a,|
|,b
|
|,b,m,l
b,a,b,c
 ,a,v,r
a,v,a,e
b,-,-,e
 ,x,b,x
b,x,k,x
-,i,,j
h,i,h,w
h,i,t,t
o,-,f,u
-,f,f,o
,b,h,i
b,h,a,t
n,s,,b
u,-,g, 
-,g,,c
g,e,,l
e,c,h,n
p,a,x,v
,4,b,4
4,b,t,b
m,p,u,-
t,i,t,t
,d,s,a
n,t,l,z
z,h,j,h
e,a,u,-
s,t,,p
i,k,q,k
o,d,e,c
,h,u,k
o,s,,x
,a,z,r
g,c,p,c
k,f,v,f
u,e,,w
t,a,v,w
x,z,j,z
h,l,o,o
t,i,c,e
j,t,v,t
s,r,g,r
g,v,u,v
v,u,a,u
u,a,f,a
b,l,e,e
o,-,s,|
|
s,-,-,q
p,w,q,w
q,|
|,s,|
|
x,p,r,p
o,l,d,u
d,h,i,k
a,p,,s
s,c,h,q
r,x,y,x
b,e,l,f
i,n,u,y
c,a,f,s
e,n,d,i
n,d,o,a
8,4,n,4
4,n,s,n
n,t,o,i
t,o,,i
w,a,r,g
k, ,u, 
n,p,f,p
g,o,z,s
o,z,d,z
e,h,u,n
e,m,o,k
p,a,u,-
w,s,j,s
i,a,v,a
o, ,o, 
 ,o,n,o
e,w,n,w
,b,p,q
,-,i,o
-,e,w, 
-,|
|,m,|
|
h,e,i,i
,c,l,6
a,n,e,t
e,-,r,w
p,o,r,q
l,a,n,i
u,i,e,x
e,s,a,h
z,o,n,i
o,n,s,h
,a,g,9
a,g,a,1
m,a,i,q
-,v,l,v
,c,t,n
u,b,y,-
s,h,,n
t,s,i,-
s,i,d,f
k,b,o,b
u,r,e,m
f,a,n,m
-,l,a, 
l,a,,o
d,z,q,z
z,q,a,q
g,c,r,c
v,h,y,h
p,a,t,i
w,y,c,v
a,t,f,q
p,a,n,1
l,i,t, 
y,o,s,-
o,o,k,c
e,n,a,q
n,a,g,l
e,d,v,-
d,v,i,-
,m,i,t
,t,6,t
t,6,i,6
6,i,l,i
u,f,q,f
e,i,t,x
z,z,i,v
b,o,w,r
,a,g,h
h,a,w,n
t,e,|
|,e
h,l, ,l
n,e,s,g
p,a,h,q
t,a,,3
i,-,p,p
p,-,p,l
t,t,,n
j,e,p,p
g,e, ,-
r,-,g, 
-,g,,v
a,p,p,t
p,p,u,f
a,v,o,z
 ,-,p,f
l,3,8,3
y,r,w,-
r,w,h,-
-,h,i,1
r,d,e,h
w,e,g,e
r,a,k,e
a,k,,b
p,w,w,w
i,j,u,i
s,i,s,y
s, ,q, 
-,-,s,x
r,w,h,d
o,g,h,-
g,h,o,-
m,i,x,q
,n,k,o
n,i,w,m
x,p,,-
r,a,l,n
t,i,d,l
,a,s,c
h,-,-,p
2,3,8,3
t,n,s,n
c,s,n,s
b,e,s,t
s,h,d,n
t,e,n,d
q,s,r,s
-,q,c,q
k,i,n,n
o,r,i,c
o,c,k,k
g,y,t,-
d,d,e,-
e,h,g,h
y,n,y,-
-,c,l,a
e,e,c,c
l,s,r,s
k,a,g,-
o,e,l,v
r,r,a,v
-,g,o,a
e,i,n,-
v,i,d,v
p,a,,i
b,y,,j
-,-,k,a
-,k,l, 
k,l,h,c
l,h,,s
o,w,,n
,h,e,1
z,m,-,m
a,s,c,e
s,c,o,o
f,p,j,p
m,g,,x
q,u,i,p
,a,u,g
-,k,l,l
l,h, ,h
-,-,|
|,l
-,w,w,x
g,r,q,r
s,e, ,t
s,i,s,l
,t,a,i
a,m,,h
w,i,n,d
w,i,s,s
a,l,v,r
l,a,d,k
,-,l,a
-,l,o,t
l,o,l, 
g,e,c,e
,b,v,i
,-,n,k
w,r,o,-
 ,b,0,b
b,0,3,0
0,3,3,3
u,a,c,-
,a,d,u
l,p,t,p
e,l,m,a
e, ,z, 
 ,z,l,z
-,i,a, 
,g,y,k
g,y,h,v
|
|,x,x,l
w,a,r,m
o,y, ,y
 ,b,2,b
b,2,0,2
2,0,3,0
p,i,l,m
s,w,i,l
w,i,r,z
e,v,i,b
w,x,p,x
z,-,-,u
l,g,c,g
g,c,-,c
h,m,p,m
q,e,g,e
-,c,o,v
a,n,d,v
e,n,u,q
d,a,n,k
i,r,,g
t,-,l,i
-,y,p,y
r,t,e,q
o,a,k,d
t,r,e,w
e,l,m,u
g,o,o,q
a,y,a,-
q,m,k,m
m,k,q,k
,p,a,r
h,s,t,-
y,k,e,i
k,e,y,i
v,m,f,m
m,a,m,r
a,m,u,n
j,u,r,-
s,a,u,i
o,n,n,q
,e,x,w
t,t,,1
h,m,,v
s,|
|,q,|
|
|
|,q,k,q
y,x,h,x
k,y,y,y
f,f,,l
s,l,0,l
l,0,6,0
d,-,,y
,0,h,0
0,h,f,h
,i,s,j
r,m,z,m
h,e,e,k
y,o,u,k
o,u,l,l
r,i,y,i
l,y,1,y
y,1,l,1
l,l,1,l
l,1,r,1
1,r,l,r
,b,f,g
v,t,5,t
t,5,t,5
5,t,,t
c,k,z,k
n,t,x,t
v,t,w,t
t,w,w,w
c,l,i,q
l,1,l,1
l,1,u,1
1,u,r,u
i,h,2,h
h,2,,2
g,a,,w
,s,h,q
s,h,o,v
t,f,n,-
f,n,c,l
a,m,s,p
m,s,,i
s,t,r,e
n,-,o,a
-,o,m,u
o,m,i,t
c,k,d,g
k,z,z,z
c,e,x,j
j,m,l,x
h,l,l,y
i,v,z,v
c,o,n,e
o,n,i,v
a,w,o,-
-,-,v,w
-,v,e,l
v,e,i,|
|
i,c,a,q
c,a, ,a
 ,f,d,t
f,e,n,l
o,r,m,d
r,u,y,x
y,-,f,f
v,-,e,e
m,p,e,m
p,e,r,d
p,i,m,j
s,t,l,q
d,y,a,y
b,o,t,t
c,k,,m
c,l,i,d
a,r,m,g
m,o,t,g
r,a,g,s
o,-,f,p
h,o,p,f
i,l,e,j
l,e,p,f
e,p,l,i
,e,w,j
-, ,4, 
 ,4,4,4
s,a,,x
-,i,l,|
|
o,w,,l
,b,a,w
b,a,c, 
c,a,f,v
r,o,n,x
x,s,a,s
c,h,o,z
t,a,t,x
p,d,f,d
e,d,l,-
l,e,y,i
y,-,h,h
-,-,l,h
|
|,f,o,-
i,w,-,w
g,l,|
|,l
n,i,f,-
y,l,n,-
,i,c,v
f,r,z,r
z,r,k,r
r,k,j,k
x,o,,q
,-,i,k
a,l,s,h
i,p,b,v
y,d,i,-
d,i,e,q
i,e,t,n
-,e,v,p
m,i,c,m
i,c,i,m
f,n,c,s
a,i,g,5
i,g,,1
l,n,d,t
u,n,c,x
a,c,w,v
w,a,n,q
p,t,k,t
t,k,-,k
v,-,t, 
j,e,w,h
e,p,,j
c,i,|
|,i
x,o,,v
a,p,,9
c,i,r,x
a,r,,v
x,u,h,u
u,h,s,h
,-,p,i
-,a,c,u
l,s,,l
i,-,-,z
t,p,r,p
,-,i,m
n,n,a,-
w,a,n,l
b,a,s,d
c,a,f,t
o,|
|,a,|
|
|
|,a,u,a
u,d,a,s
d,a,x,k
s,-,h,x
-,h,,x
h,g,-,g
f,m,g,m
p,l,b,l
g,i,g,g
q,m,i,-
k,u,e,u
a,a,s,s
n,t,|
|,t
c,d,j,d
l,e,u,-
c,a,w,i
i,t,,f
t,a,k,m
r,-,h,d
a,y,o,u
b,d,u,d
d,u,j,u
z,h,a,h
a,z,v,z
z,v,n,v
v,n,w,n
,b,m,t
d,e,t,-
l,a,p,b
a,p,a,q
p,c,i,c
c,i,k,i
b,-,a,o
w,i,n,v
q,u,e,v
f,q,i,q
,g,y,m
c,a,p,l
t,a,t,v
h,o,s,-
n,b,,-
,c,a,2
c,a,i,3
e,n,g,m
y,a,d,-
a,d,o,h
v,u, ,u
u, ,t, 
a,y, ,l
a,c,e,g
c,e,b,o
a,m,,g
n,f,a,l
f,a,e,l
a,e,t,l
t,h,l,l
d,o,,j
-,c,m,c
m,s,r,s
l,e,x,f
a,r,n,o
v,p,o,p
p,o,,-
o,s,w,-
n,b,a,w
b,a,r,m
a,r,r,q
r,r,i,q
c,a,r,n
w,i,l,h
r,b,s,z
-,e,c,q
,-,w,i
s,h,,-
i,m,t,-
m,t,i,-
i,-,-,2
-,-,m,7
 ,i,h,i
 ,m,o,-
,t,u,e
2,l,h,l
d,m,e,v
n,h,a,x
h,a,,w
i,o,m,g
m,m,i,i
n,a,v,u
a,v,i,d
h,o,m,q
j,u,j,f
b,a,n,n
,f,g,t
s,c,o,v
m,m,s,s
,b,e,t
,a,b,g
g,f,i,x
f,i,x,x
t,e,,y
l,e,m,m
l,a,x,t
n,g,c,t
g,c,o,l
c,o,t,x
o,a,p,n
l,e,t,r
r,-,a,u
o,-,y,i
-,y,d,x
-,r,u,v
r,u,h,u
v,-,o,x
i,x,c,x
w,m,f,m
a,n,c,m
n,c,r,u
v,e,l,f
,i,z,u
-,-,3,|
|
n,a,l,x
e,d,e,j
|
|,-,-,y
-,b,y, 
s,b,m,b
x,j,j,j
j,j,q,j
u,a,r,u
a,-,w,x
-,w,,i
x,d,h,d
-,v,l,m
a,s,t,i
a,g,n,1
x,i,c,-
i,c,o,b
,r,h,w
h,o,t, 
n,s,u,d
-,n, ,l
 ,h,u,o
-,h,f,h
f,a,j,a
a,j,n,j
j,n,q,n
n,-,a,m
l,h,w,h
,o,x,q
s,c,a,h
c,a,l,d
u,m,b,g
b,-,i,o
a,r,l,m
p,e, ,-
c,o,x,x
i,d,l,x
t,i,k,f
o,s,t,t
u,v,g,v
i, ,k, 
a,p,f,z
-,-,x,j
-,x,e,x
h,a,k,-
b,u,h,u
h,v,q,v
,-,c,e
-,f,l,l
i,m,w,-
b,-,y,i
-,y,s,h
s,r, ,r
f,-,i,m
l,d,z,d
h,z,p,z
z,p,r,p
d,l,b,l
l,b,z,b
h,e,e,z
z,b,e,b
b,e,j,e
t,a,l,d
q,o,d,o
d,f,s,f
,m,b,-
w,c, ,c
-, ,j, 
j,o,c,o
o,n,a,b
r,v,e,-
j,c,b,f
-,-,r,q
a,n,h,g
,b,z,f
c,a,p,m
 ,a,t,a
x,i,a,-
-,n,f,m
n,f,i, 
w,a,l,j
p,o,l,u
a,n,,c
 ,-,e,m
-,d,h,r
u,k,w,k
,m,e,p
m,e,n,l
-,e,f,|
|
,m,o,p
m,o,n, 
n,t,s,s
d,v,e,h
j,p,c,p
p,c,q,c
q,q,|
|,q
q,|
|,v,|
|
n,a,s,q
m,a,l,p
n,o,r,n
q,o,z,o
o,z,o,z
z,o,b,o
i,b,e,l
k,h,i,-
d,-,,c
b,r,o,t
l,f,m,-
k,e,v,n
a,m,o,z
m,v,l,v
s,x,r,x
r,-,c,c
n,q,,-
,-,p,x
o,p,l,-
r,h,a,l
a,l,l,p
r,l,i,t
n,g,c,u
g,c,o,r
c,o,t,l
b,-,l,g
-,l,o,j
m,g,t,g
p,z,n,z
z,n,l,n
e,n,g,t
n,g,a,t
t,-,e,u
i,p,b,-
p,b,o,-
u,t,,l
t,h,i,t
w,r,z,r
z,s,h,s
a,d,v,-
d,v,a,-
s,b,j,b
j,j,r,j
h,g,v,u
a,-,u,t
-,d, ,l
d, ,i, 
b,y,,u
o,i,l,r
t,y,,w
s,o,l,x
n,m, ,m
-,c,a,t
w,v,z,v
c,h,w,y
a,-,b,w
,-,b,v
h,-,f,f
d,s,r,-
o,a,d,l
i,h,,-
i,n,g,j
u,m,w,m
h,e,p,i
b,u,r,l
o,o,k,d
h,o,r,9
i,c,k,x
c,k,,y
t,v,h,v
,a,u,r
a,u,g,s
a,-,z,z
h,e,a,i
c,i,o,n
i,|
|,a,|
|
|
|,a,u,u
n,g,w,-
k,s,,b
y,e,,f
j,q,k,q
i,p,s,h
p,s,w,h
s,w,c,h
w,c,i,h
c,i,h,h
y,t,o,i
s,z,z,z
t,t,l,m
e,e,f,h
 ,e,g,-
g,l,n,l
o,g,o,p
,a,q,w
s,j,j,j
j,j,n,j
-,-,p,t
-,p,r,e
o,f,t, 
,m,a,r
s,b,n,b
e,r,t,g
t,a,r,k
p,-,e,o
n,y,p,-
y,p,o,-
z,l,e,m
n,g,h,l
g,h,i,l
x,n,w,n
 ,w,s,w
w,s,0,s
s,0,1,0
,e,l,i
e,l,s,t
y,m,a,u
a,n,,h
 ,e,x,e
f,p,a,p
 ,s,p,f
r,i,c,1
m,g,c,g
g,c,l,c
v,e,n,s
e,n,u,g
t,a,m,i
a,o,-,o
h,b,c,b
b,c,,-
a,z,o,u
 ,n,v,n
o,m,b,h
a,c,w,u
d,a,r,q
l, ,x, 
e,l,,p
s,e,n,u
e,n,e,f
v,l,z,l
h,a,y,x
n,-, ,v
t,y,,r
u,e,r,l
a,s,,o
h,s,,d
a,-,-,j
h,s,e,-
e,a,s,2
s,m,o,n
-,-,r,b
r,o,r,l
o,e,u,e
i,u,s,o
b,a,b,j
v,i,d,m
z,m,s,m
s,m,y,m
m,y,r,i
r,-,h,t
-,h,a,t
c,a,p,k
o,a,d,n
a,d,m,v
s,t,b,y
t,b,o,e
,w,o,f
l,l,i,m
l,i,a,|
|
i,a,n,c
a,n,,k
s,a,r,r
t,e,,i
r,a,n,r
a,n,g,c
m,-,b,i
a,n,b,-
-,n,,v
t,-,w,b
-,w,o,m
b,b,,x
p,a,d,q
1,t,r,t
b,o,u,q
p,y,f,y
,b,i,k
 ,d,i,-
u,n,n,q
p,i,j,i
,b,s,s
,d,e,h
d,e,l,n
i,n,s,y
n,s,t,y
h,-,m,s
-,-,o,0
o,r,,m
i,d,i,u
d,i,u,m
s,f,f,f
i,d,p,9
-,-,w,o
-,w,o,|
|
p,e,a,i
r,i,g,h
h,t,y,t
t,z,,o
o,l,a,r
t,o,n,x
m,a,s,w
a,s,t,x
,3,7,3
e,v,r,-
v,r,e,-
x, ,q, 
 ,q,r,q
e,c,g,n
c,g,b,a
o,k,g,k
t,1,0,1
1,0,-,0
p,e,,h
a,y,p,m
o,b,a,v
z,e,q,e
m,b,l,e
s,-,t,w
-,n,,q
t,t,,b
r,o,m,t
o,m,s,c
i,e,w,v
c,r,i,m
o,-,e,e
i,n,c,j
p,p,l,e
p,l,e,e
c,b, ,b
b, ,o, 
a,r,d,c
m,-,i,l
y,a,l,h
a,l,,c
u,o,w,o
s,p,e,y
,5,3,5
a,-,t,l
e,d,p,v
d,p,o,n
s,g,u,g
i,s,h,y
m,a,p,w
o,y,n,-
l,i,p,r
i,p,y,p
b,b,s,w
-,s,,k
g,e,r,c
r,s,,a
-,k,,m
z,f,s,f
v,w,o,w
w,o,y,o
,-,k,w
-,k,e,i
k,e,l,|
|
l,o,h,-
,p,e,m
,d,e,j
d,e,e,l
e,e,p,l
o,i,t,-
o,l,o,c
r,y,,m
m,i, ,-
2,m,e,m
-,f,e,j
n,y,h,-
-,-,h,g
t,h,u,n
,p,u,k
p,u,b,o
,c,e,q
c,e,s,x
f,d,x,d
w,h,i,r
t,g,o,g
w,h,i,n
a,e,c,e
i,b,i,e
s,i,a,t
s,a,g,u
a,x,,l
e,-,r,g
e,g,|
|,g
g,|
|,m,|
|
m,a,w,z
s,i,u,i
s,t, ,y
t,t,t,d
b,o,q,u
o,q,,c
i,o,,5
y,u,e,u
i,n,x,h
a,-,f,h
i,f,a,-
c,r,o,q
r,o,f,l
h,y,m,l
,d,m,h
m,a,n,1
c,b,d,b
d,t,l,t
f,e,|
|,j
i,h,l,-
h,l,e,q
-,g,r,a
s,f,p,f
l,d,,4
r,d,e,q
i,r,d,f
r,d,r,u
p,-,a, 
j,c,l,c
c,e,s,z
i,e,h,l
e,h,i,l
n,o,d,-
u,a,g,-
k,g,s,g
s,u,x,u
p,l,|
|,l
-,b,u,2
d,-,g, 
-,g,w,g
g,o,d,f
o,d,d,r
i,|
|,p,|
|
e,f,f,e
,z,i,o
n,e,,z
s,i,p,i
l,z,q,z
m,c,k,n
-,x,i,o
u,b,k,b
w,|
|,l,|
|
f,u,f,-
m,e,n,o
a,r,d,h
r,d, ,t
l,e,t,m
,a,b,f
h,|
|,n,|
|
k,x,y,x
a,m,o,x
q,u,i,x
y,a,,l
t, ,y, 
m,e,,h
 ,b,o,z
b,o,u,l
 ,-,-,u
l,h,u,l
 ,b,u,u
n,y,h,y
y,h,g,h
h,g,q,g
d,a,n,b
e,o,x,o
r,-,a,f
a,y,t,v
t,e,z,t
n,m,p,m
d,w,o,-
k,-,o,r
y,d,,r
r,-,s,v
-,s,h,k
l,y,g,-
y,g,a,-
g,a,t,u
-,c,p,p
p,c,-,c
m,l,p,l
r,a,t,l
b,h,z,h
z,u,z,u
,l,p,-
l,p,d,p
,p,o,q
p,o,m,o
r,-,e,s
l,h,k,h
e,a,n,h
v,z,s,z
-,-,i,m
m,e,y,-
v,g,w,g
g,w,b,w
x,y,h,y
,n,u,l
q,b,c,b
b,c,j,c
r,e,v, 
d,d,c,d
p,a,z,p
l,p,z,p
n,y,v,y
y,z,l,z
y,-, ,p
r,-,o, 
-,o,r,m
o,r,,u
i,k,i,n
s,-,t,z
-,t,o,w
s,v,u,v
w,t,u,t
u,q,v,q
v,t,a,t
w,w,w,y
z,q,u,q
,n,n,z
q,e,h,e
r,i,n,a
f,a,w,g
r,o,c,k
,b,b,d
r,a,y,t
c,a,n,q
x,d,r,d
r,e,a,i
e,a,n, 
 ,r,e,-
u,n,,-
s,t,t,a
a,y,l,n
a,n,d,h
n,d,,o
m,a,c,d
,h,o,k
h,o,t,n
e,t,t,e
1,2,i,2
h,e,,x
s,a,l,k
h,m,i,m
d,a,r,b
d,i,k,x
i,-,s,h
t,c,h,e
j,a,r,l
m,x,h,x
k,d,x,d
s,-,h,a
h,i,l,z
